;tid;act;emotion;sentiment;text
5836;2017-En-30852;exp;['joy'];positive;Val reminds me of one of the cheerful witches that looks after Aurora in Disney’s Sleeping Beauty. #GBBO
5837;2017-En-21017;sta;['fear', 'joy'];positive;Every year I go to universal studios to horror nights as a 3rd wheel lol 😊😂
5838;2017-En-21668;exp;['anger', 'anticipation', 'disgust', 'sadness'];negative;Brb, going 2 start killing random white people going about their normal days. Don't worry though i'm white, so they will safely apprehend me
5839;2017-En-21175;exp;['optimism', 'pessimism'];negative;@soozclifford Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan
5840;2017-En-31352;sug;['joy', 'optimism'];positive;@Irenelove83 heres what we can do, Get Brock and Sable to tag team mr and mrs AWOL and watch with glee
5841;2017-En-20309;sta;['disgust', 'fear'];negative;Girls with hairy arms scare me
5842;2017-En-30546;oth;['joy', 'optimism'];positive;“The essential Saltes of Animals may be\nArkham’s large outfit from any effects he\nI rejoice that you continue in ye
5843;2017-En-40291;sta;['sadness', 'surprise'];positive;Once I have sent a pitch to a brand I close all tabs relevant to them instantly. Thats the kind of detachment I create for myself. #serious
5844;2017-En-30213;sta;['anticipation', 'joy', 'surprise'];positive;"All in all a pleasing night down The Lane .  .  .  On to the next round &amp; bring on Liverpool at Anfield! #COYS"
5845;2017-En-10155;sta;['anger', 'disgust'];negative;I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC
5846;2017-En-40535;que;['sadness'];negative;Hey @AppleSupport - how do I find my play history on new #ios10 #appleMusic #music #lost
5847;2017-En-40754;sta;['anticipation', 'joy'];positive;Free live music in DC tonight!  #blues with #MoonshineSociety at @thehamiltondc in the Loft starting at 10:30pm @FreeinDCBlog @WTOPFreebies
5848;2017-En-22022;exp;['anger', 'disgust', 'surprise'];negative;@ZachZaidman  shocking
5849;2017-En-41100;sug;['pessimism', 'sadness'];negative;I might even be on the verge of depression.
5850;2017-En-40594;que;['anticipation'];negative;@Courteoussoul @MattyMcDee I'm at 349 and just decoded 20 or more blues and not one was over 340, where you getting your blues?
5851;2017-En-40142;sug;['anger', 'disgust', 'fear', 'pessimism', 'sadness'];negative;The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople #grim
5852;2017-En-10718;sta;['anger', 'joy'];positive;"@ShieldsCap &lt; Steve between his feet, feeling a blush sting his cheeks. 'I can undress myself, thank you very much,' he snapped &gt;"
5853;2017-En-40323;sta;['fear', 'sadness'];negative;Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n #TerranceCrutcher #truth
5854;2017-En-21914;sta;['anger', 'sadness', 'surprise'];negative;.@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! #shocking
5855;2017-En-20624;exp;['fear'];negative;petrify  me in the fossil type of way
5856;2017-En-40544;sta;['joy'];positive;Damn gud #premiere #LethalWeapon...#funny and #serious
5857;2017-En-31325;exp;['joy', 'love', 'optimism', 'trust'];positive;Leon's cheerfulness is always a big help.
5858;2017-En-40604;exp;['joy', 'love', 'optimism'];positive;@UltimateBoxer My heart because you left me for so long again\n\n*slight pout but it turned to a smile*\n\nheheh just kidding, no I'm fine-
5859;2017-En-21358;exp;['anticipation', 'trust'];negative;@jaimeotero_ how about saying something like 'if you're concerned about privacy use it only in incognito mode'. #alarmist
5860;2017-En-10975;sta;['anger', 'disgust', 'sadness'];negative;At work yesterday some old cunt couple told me their coffees were cold and wanted a refund so i put my finger in it front of them angrily
5861;2017-En-41064;sta;['anger', 'disgust'];negative;Nothing else could possibly put a damper on my day other than doing X-rays on someone with kickinnnnn ass breath 😿
5862;2017-En-30011;sta;['joy', 'love', 'optimism'];positive;It's meant to be!! #happy #happy
5863;2017-En-30315;exp;['joy', 'optimism'];positive;It's Thursday which means it's Grey's day #TGIT #rejoice
5864;2017-En-30285;sta;['joy', 'love', 'optimism'];positive;You know what's great about #GBBO ? Contestants helping each other, cheering each other on. So important.
5865;2017-En-41186;sta;['optimism', 'pessimism'];positive;A pessimist sees the difficulty in every opportunity, an optimist sees the opportunity in every difficulty' -Sir Winston Churchill-
5866;2017-En-21230;sta;['anger', 'disgust'];negative;It really is amazing the money they give to some of these QB's #nfl #texans #brock #terrible
5867;2017-En-11551;sug;['anger', 'disgust'];negative;@MartinClouseau - as CEO of a charity you could reasonably expect @eduardo_LACS not to attempt to crudely inflame tensions.
5868;2017-En-22232;sta;['disgust', 'fear', 'joy'];negative;ppl talking about diets and i am feeling #terrible hahaha
5869;2017-En-40212;sta;['anger', 'disgust', 'sadness'];negative;i cant stop. i finished - dejected. luckily no one is in the bathroom. so i go to a stall and wait until my pants are dry.
5870;2017-En-31578;exp;['joy', 'optimism', 'trust'];positive;@andiymouse @jordana_brown @F1ghtCamp I'm sure he'll do just fine. He can always change to #beer or #cheer squad
5871;2017-En-11627;sta;['anger', 'disgust'];negative;@Apple thanks for ios10 update, even the best app @telegram freezing and crashing on SE. #angry
5872;2017-En-41028;sta;['optimism', 'sadness'];positive;we never taste happiness in perfection, our most fortunate successes are mixed with sadness. #success #sadness #perfection #fortunate #mixed
5873;2017-En-21048;sug;['anticipation', 'disgust', 'optimism', 'sadness'];negative;Don't be so shy #nl
5874;2017-En-30262;exp;['joy', 'love', 'optimism'];positive;#Followback Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything.
5875;2017-En-31039;sta;['optimism'];positive;🍃When #life shows you have a hundred reasons to cry, show it that you have a hundred and one reasons to #smile. 🍃 #quotes @Mind_Console
5876;2017-En-31561;sta;['joy', 'love', 'optimism'];positive;Sometimes I get to sit back and be proud of myself for pleasing Him so well.
5877;2017-En-30371;exp;['joy', 'love', 'surprise'];positive;It's not that the man did not know how to juggle, he just didn't have the balls to do it. \n#funny #pun #punny #lol #hilarious
5878;2017-En-31073;exp;['joy'];positive;@Tjsotomayor snow pig,  that's hilarious. Lmaooo
5879;2017-En-22044;exp;['anger', 'disgust', 'fear', 'joy'];positive;He's intimidated by my work ethic I think he knows I want his spot 🤔😉😂😂
5880;2017-En-21999;sta;['sadness'];negative;Tho we haven't talked Jeff but the news is so sad and shocking. R.I.P Jeffrey
5881;2017-En-40673;sta;['anticipation', 'joy', 'surprise', 'trust'];positive;@Piggiewhopays lmao! I can only imagine the frown across that face of yours. #Hilarity
5882;2017-En-21761;exp;['anger', 'disgust'];negative;@City_tv  is like the big bully in class ruining everyone's lunch but instead of taking our lunch money they took away family feud
5883;2017-En-21158;sta;['anger', 'anticipation', 'disgust', 'fear'];negative;@Evan_McMullin @TheBlazeRadio Classic SHITLIB bullshit. Create a horrible problem and then 'discuss' how to solve it. What a PIMP.
5884;2017-En-40718;exp;['joy', 'optimism'];positive;"Learning to trust God can quiet a troubled &amp; restless heart, bring peace to a weary soul, &amp; eliminate the hopelessness that #addiction is!"
5885;2017-En-10574;exp;['anger', 'anticipation', 'disgust'];negative;@MMASOCCERFAN @outmagazine No offense but the only way this makes sense is if you work for the magazine. Otherwise,who are you apologizing 4
5886;2017-En-30479;exp;['joy', 'optimism', 'sadness', 'trust'];positive;When we give cheerfully and accept gratefully, everyone is blessed.\n»Maya Angelou\n\n@DrMayaAngelou #RIP #MayaAngelou
5887;2017-En-21157;sta;['fear', 'sadness'];negative;There goes the butterflies in my stomach.  #anxietyproblems
5888;2017-En-20872;que;['anticipation', 'fear', 'trust'];positive;Are there any #horror sites that would be interested in my writing a guest article/review? Been really craving a literary outlet lately.
5889;2017-En-10632;exp;['joy'];positive;@St8edge4life88 eh well i can do the sting vs cactus loser leaves wcw match at bash at the beach lol
5890;2017-En-30260;sta;['joy', 'optimism'];positive;@my2k aaa Cam animated that, so proud of our boy
5891;2017-En-10618;exp;['joy', 'optimism'];positive;The bitter the battle, the sweeter the victory...
5892;2017-En-31337;sug;['joy', 'love'];positive;Tiller and breezy should do a collab album. Rapping and singing prolly be fire
5893;2017-En-20902;exp;['joy'];positive;This has #turned out #better then I expected admitting you tried to #intimidate 😂😂 #cantstoplaughing I really can't and it's in #spokeword
5894;2017-En-11546;exp;['anger', 'disgust', 'sadness'];negative;Extremely bitter about the fact that the Subway in Robart's has been replaced with a low-rent version of Chipotle
5895;2017-En-40917;exp;['anger', 'disgust', 'fear'];negative;Candice's pout is gonna take someone eye out mate! #GBBO
5896;2017-En-30728;sta;['anger', 'disgust'];negative;#LMFAO @MSNBC 's #racepimp Tamron Hall used the words 'fscts' and 'MSNBC' in the same sentence  #libtard #biasedmedia #neverHillary
5897;2017-En-20382;sta;['disgust', 'sadness'];negative;I seem to alternate between 'sleep-full' and sleepless nights. Tonight is a sleepless one. 😕 #insomnia  #notfair
5898;2017-En-10558;sta;[];negative;@kingcharles9th i Lowkey forgot you had twitter and if you don't follow me back im gonna be
5899;2017-En-20495;sta;['anger', 'disgust', 'sadness'];negative;@mcdermo11 @rogerc32 u gave Laura so much constructive criticism she blocked u 'Lazy Give Up Now No Hope Retire' same with Heather #bully
5900;2017-En-31069;sug;['joy'];positive;3 Styles to Love now at Zales!  Three sparkling styles to love! Stop by and shop in store today.
5901;2017-En-21979;exp;['anger', 'disgust', 'sadness'];negative;So much #terrible #music playing on the #radio has started to make me wonder weather my taste in music is good or just completely shit
5902;2017-En-22176;exp;['anger', 'disgust', 'fear', 'sadness'];negative;@_miasienna ITS ALREADY FUCKING 1 ... Ok well I love having panic attacks in the afternoon
5903;2017-En-30511;sta;['joy', 'love', 'optimism'];positive;@doubtcaspar babe :(( remember I'm ALWAYS here if u need a little cheering up or talk, ily lots💘
5904;2017-En-31184;exp;['joy', 'love', 'optimism'];positive;Proverbs  27:9 Ointment and perfume rejoice the heart: so doth the sweetness of a man's friend by hearty counsel.\n#TruthfmDawnBreak
5905;2017-En-11263;sta;['disgust', 'joy'];negative;Michelle, who did NOTHING is hating on Nicole's game hahaha....  #bb18
5906;2017-En-11234;sta;['anger', 'disgust'];negative;@russbully Ended up paying 75p for half a tube of smarties. Don't even get the pleasure of popping the plastic lid off either #outrage
5907;2017-En-11047;thr;[];neutral;Threat factors in respect to provocation bulb worm: BnQo
5908;2017-En-11402;exp;['anger', 'disgust', 'sadness'];negative;@HotpointUK 'customer service ' beyond appalling. Faulty dryer replacement breaks within wks no parts for 3 wks. Engineers no show. #fuming
5909;2017-En-30491;exp;['joy', 'optimism'];positive;@DKTaylorWriter I thought that was funny, too. But maybe not such a coincidence. Green must be the official color of optimism.
5910;2017-En-21267;sta;['fear', 'pessimism', 'sadness'];negative;Been up since 4am. Too scared to go back to sleep #nightmare — feeling scared
5911;2017-En-31334;oth;['love'];positive;@lizbon @anomalily @gerikkransky Sorry for the levity if at all inappropriate but this combined with my love of Charlotte reminds me rn...
5912;2017-En-41525;exp;['joy'];positive;Nutella is pine green forget me nots are ivory frozen is god
5913;2017-En-31043;oth;['joy', 'optimism'];positive;But uncle buck is on tho . #UncleBuck #hilarious
5914;2017-En-11630;que;['anticipation'];negative;Does Bret have a point? Cena, Balor, sting...
5915;2017-En-10681;exp;['anger'];negative;@RichardHBell Yes, I think he held a grudge ...
5916;2017-En-22051;sug;['joy', 'love', 'optimism', 'trust'];positive;Df not be afraid to take a chance on peace, to teach peace, to live peace.Peace will be the last wordvof history Pope John Paul II
5917;2017-En-40155;sta;['anger', 'disgust', 'sadness'];negative;I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :')
5918;2017-En-21307;exp;[];negative;@gfunk85 @officialpes you must have been one of 'them'. Those that used long balls to win matches. Your reign of terror is over, accept it
5919;2017-En-41349;exp;['anger', 'disgust', 'pessimism'];negative;I'd pay good money to watch someone slap that pout off Candice.
5920;2017-En-10862;sta;['anger', 'disgust'];negative;Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger
5921;2017-En-40675;sta;[];neutral;@beIIrkes Es, I'm serious 23/8
5922;2017-En-40481;exp;['optimism'];positive;Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'
